@context,@type,name,description,url,image
https://schema.org/,Thing,Australian Crypto Convention 2024,"Australia's leading cryptocurrency and blockchain convention, covering topics such as decentralized finance (DeFi), non-fungible tokens (NFTs), blockchain technology, and the future of digital assets. It attracts key industry players, investors, and developers from across the globe.Taking place in Sydney Australia On Nov 23-24, 2024",https://auscryptocon.com/,https://auscryptocon.com/wp-content/uploads/2024/08/WELCOME-GRAPHIC-1.png
https://schema.org/,Thing,FIMA USA,"A U.S. event on financial information management, covering data management, regulatory reporting, and innovations in financial services for data-driven decision-making.Taking place in Boston USA On Apr 07-08, 2025",https://fimaus.wbresearch.com/,https://bitblockboom.com/wp-content/uploads/2020/01/BBB_logo_C_01-whiteback2-e1579110325248.jpg
https://schema.org/,Thing,Blockchain Life,"A leading blockchain and cryptocurrency event in Asia, featuring discussions on blockchain development, digital assets, and future trends in decentralized finance.Taking place in Dubai UAE On Oct 22-23, 2024",https://blockchain-life.com/asia/en/,https://blockchain-life.com/wp-content/themes/cpalife/assets/img/asia24/BL_sharing_logo1.png
https://schema.org/,Thing,Blockchain Africa Conference,"A blockchain event covering developments in blockchain technology and decentralized finance (DeFi) across Africa, bringing together industry leaders, startups, and investors.Taking place in Tshwane South Africa On Nov 20, 2024",https://blockchainafrica.co/,https://blockchainafrica.co/wp-content/uploads/2024/04/BAC2024-Media-Banner-1500x750-1.png
https://schema.org/,Thing,Blockchaincon,"A conference focused on blockchain technology, featuring discussions on decentralized finance (DeFi), Web3, and cryptocurrency innovations.Taking place in Mexico City Mexico On Sep 11-12, 2024",https://blockchaincon.la/,https://blockchaincon.la/wp-content/uploads/2024/05/BLOCKCHAINCON-GENERAL.png
https://schema.org/,Thing,The Eurofi Financial Forum,"A financial forum focused on policy, regulation, and innovation in European finance, bringing together policymakers, regulators, and financial industry leaders.Taking place in Budapest Hungary On Sep 11-13, 2024",https://www.eurofi.net/events/,https://blockchaincon.la/wp-content/uploads/2024/05/BLOCKCHAINCON-GENERAL.png
https://schema.org/,Thing,CDAO Financial Services & Insurance,"A conference designed for Chief Data & Analytics Officers (CDAOs) in the financial services and insurance industries, focusing on data strategy and analytics innovation.Taking place in London UK On Sep 11-12, 2024",https://cdao-fs-eu.coriniumintelligence.com/,https://cdao-fs-eu.coriniumintelligence.com/hubfs/1227-24%20CDAO%20FSI%20UK%202024-%20Website%20-%20Featured%20Image-3.png
https://schema.org/,Thing,CDAO Financial Services,"A summit for chief data and analytics officers (CDAOs) in financial services, covering data-driven decision-making, analytics, and AI applications in finance.Taking place in New York USA On Feb 25-26, 2025",https://cdaofs.coriniumintelligence.com/,https://cdaofs.coriniumintelligence.com/hubfs/CDAO%20Financial%20Services%202024%20-%20Register%20Now-Jul-16-2024-04-16-02-3090-PM.png
https://schema.org/,Thing,Payments Leaders Summit EU,"A summit gathering payments industry leaders to discuss innovations in payments, fintech, and financial services across Europe.Taking place in Rotterdam Netherlands On Sep 23-24, 2024",https://www.payexpo.com/payments-leaders-summit,https://cdn.asp.events/CLIENT_CL_Conf_BDA05934_5056_B731_4C9EEBBE0C2416C2/sites/PayExpo-2020/media/PLS22---October-social-banners-&-speakers-(21).jpg
https://schema.org/,Thing,Payments Leaders' Summit UK,"A summit gathering leaders in the payments industry to discuss innovations in payments technology, financial services, and digital finance across Europe.Taking place in London UK On Oct 15-16, 2024",https://www.payexpo.com/payments-leaders-summit,https://cdn.asp.events/CLIENT_CL_Conf_BDA05934_5056_B731_4C9EEBBE0C2416C2/sites/PayExpo-2020/media/PLS22---October-social-banners-&-speakers-(21).jpg
https://schema.org/,Thing,Digital Banking & Finance Summit,"A summit focused on the future of digital banking and financial services, covering topics such as fintech, innovation, and customer experience.Taking place in Dubai UAE On Oct 13-16, 2024",https://www.fintechsurge.com/digital-banking-finance-summit,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/fintech-surge-2024/media/Fintech-Logo-2024-09.png
https://schema.org/,Thing,Fintech Surge,"A global event that explores the latest trends, innovations, and challenges in the fintech industry, featuring startups, investors, and financial services professionals.Taking place in Dubai UAE On Oct 13-16, 2024",https://www.fintechsurge.com/,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/fintech-surge-2024/media/Fintech-Logo-2024-09.png
https://schema.org/,Thing,Solana Breakpoint 2024,"The flagship event for the Solana blockchain, bringing together developers, investors, and enthusiasts to discuss the future of the Solana ecosystem.Taking place in Singapore On Sep 19-21, 2024",https://solana.com/breakpoint,https://cdn.builder.io/api/v1/image/assets%2Fce0c7323a97a4d91bd0baa7490ec9139%2F19458d2bd4724bfeb909c04005dfbc6e
https://schema.org/,Thing,Open Banking Expo UK & Europe,"A conference focused on the future of open banking in the UK and Europe, discussing innovations, regulatory frameworks, and the future of digital banking and finance.Taking place in London UK On Oct 15-16, 2024",https://www.openbankingexpo.com/events/,https://cdn.openbankingexpo.com/wp-content/uploads/2019/11/Open-Banking-Expo-Social.png
https://schema.org/,Thing,ABC Conclave Dubai,"A business conclave in Dubai that brings together global leaders, investors, and innovators to discuss growth, development, and financial markets.Taking place in Dubai UAE On Oct 11-12, 2024",https://www.abcconclave.com/dubai,https://cdn.prod.website-files.com/620a47f2b5497a1bfcba6918/66b9f1f033d0da0d2a8d8700_ZL24%20-%20Website%20Banner%20-%201200%20x%20630px.png
https://schema.org/,Thing,Web Summit Qatar,"A Web Summit event in Qatar covering digital transformation, blockchain technology, and the future of fintech and artificial intelligence (AI) in the Middle East.Taking place in Doha Qatar On Feb 23-26, 2025",https://qatar.websummit.com/,https://cdn.prod.website-files.com/62b386503a338d13fadcadf5/62b6138a5d1d73074b8826df_cam07%20(1).jpg
https://schema.org/,Thing,SiGMA Europe,"A leading event in gaming, blockchain, and emerging tech, covering developments in online gaming, digital assets, and blockchain technology across Europe.Taking place in Marsa Malta On Nov 12-17, 2024",https://sigma.world/europe,https://cdn.prod.website-files.com/64196e4ee065344ff6b85f9c/657cb19753273db75c1d9dd8_SALT%20WED%20AM%20Highlights%20-%200007%20(1).jpg
https://schema.org/,Thing,Meridian 2024,"A blockchain conference hosted by the Stellar Development Foundation, focusing on blockchain technology, decentralized finance (DeFi), and the future of cross-border payments.Taking place in London UK On Oct 15-17, 2024",https://meridian.stellar.org/,https://cdn.prod.website-files.com/644607d368bfbd98fc4f7e6f/65fbabb0c1ab3c9b85a5b078_OG%20Image.png
https://schema.org/,Thing,6th Annual Artificial Intelligence in Financial Services Conference,"A conference dedicated to AI applications in financial services, discussing how AI is transforming the finance industry.Taking place in London UK On Sep 09-10, 2024",https://www.arena-international.com/event/aifs/,https://cdn.prod.website-files.com/649014d99c5194ad73558cd3/649af7b1f1fdaa7868890166_ThumbnailPicture.png
https://schema.org/,Thing,London Blockchain Finance Summit,"A blockchain finance summit in London, discussing the intersection of blockchain technology, decentralized finance (DeFi), and financial services.Taking place in London UK On Oct 17, 2024",https://conf.novuminsights.com/,https://cdn.sanity.io/images/wwb6cyiy/production/a0a12672cf8a0a330c5d91881796bc80560147b5-1000x560.png
https://schema.org/,Thing,Black Blockchain Summit,"A conference dedicated to the advancement of blockchain technology within the Black community, discussing crypto adoption, decentralization, and blockchainâ's future.Taking place in Washington DC USA On Sep 20-21, 2024",https://blackblockchainsummit.com/,https://cdn.shopify.com/s/files/1/0012/6176/4721/files/Copy_of_Satoshisblack.png
https://schema.org/,Thing,Digital Media Tech Show,"A tech show exploring innovations in digital media, covering technologies such as AI, virtual reality (VR), and augmented reality (AR) in media and entertainment.Taking place in Goyang-si South Korea On Oct 23-25, 2024",https://www.k-dmts.com/fairDash.do,https://cdn2.micehub.com/home/2016/micehub/Files/20240430_121543_5883568155.png
https://schema.org/,Thing,Chain Reaction,"A blockchain event focused on the transformative potential of blockchain technology and its applications across various industries.Taking place in Baku Azerbaijan On Sep 10-12, 2024",https://chainreaction.farisolutions.com/,https://chainreaction.farisolutions.com/wp-content/uploads/2024/06/Website-Thumbnail.jpg
https://schema.org/,Thing,Coinverse Summit,"A cryptocurrency and blockchain event discussing decentralized finance (DeFi), cryptocurrency markets, and blockchain innovation in a fast-evolving global digital economy.Taking place in Miami USA On Dec 07-08, 2024",https://coinversesummit.com/,https://coinversesummit.com/wp-content/uploads/2024/07/Coinverse-Sticker-.png
https://schema.org/,Thing,THETACON24,"A conference centered around decentralized networks, blockchain technology, and the future of media streaming through the Theta blockchain.Taking place in Las Vegas USA On Dec 08-09, 2024",https://thetacon.org/,https://coinversesummit.com/wp-content/uploads/2024/07/Coinverse-Sticker-.png
https://schema.org/,Thing,Tum Blockchain Conference,"A blockchain conference hosted by the Technical University of Munich, featuring blockchain developers, academics, and industry experts.Taking place in Munich Germany On Sep 12-13, 2024",https://conference.tum-blockchain.com/,https://conference.tum-blockchain.com/opengraph-image.png
https://schema.org/,Thing,World Financial Information Conference,"A global conference on financial information services, focusing on market data, technology, and financial regulation.Taking place in Austin USA On Sep 15-18, 2024",https://www.wfic.net/,https://conference.tum-blockchain.com/opengraph-image.png
https://schema.org/,Thing,Connected Banking Summit Singapore,"A digital banking event discussing fintech innovations, customer experience, and digital transformation in the banking and financial services industry.Taking place in Singapore On Sep 18, 2024",https://connected-banking.com/summit/,https://connected-banking.com/summit/images/main-slider/1.jpg
https://schema.org/,Thing,Connected Banking Summit Bangledesh,"A summit focusing on the transformation of the banking industry through innovation in digital banking, fintech, and customer experience.Taking place in Dhaka Bangladesh On Sep 18, 2024",https://connected-banking.com/summit/,https://connected-banking.com/summit/images/main-slider/1.jpg
https://schema.org/,Thing,Fintech Talents North America,"A conference bringing together fintech talent and innovators in North America, with a focus on collaboration, innovation, and the future of financial technology.Taking place in New York USA On Sep 18, 2024",https://www.fintechtalents.com/events/north-america/,https://connected-banking.com/summit/images/main-slider/1.jpg
https://schema.org/,Thing,Consensus Hong Kong 2025,"A major blockchain event, discussing cryptocurrency markets, decentralized finance (DeFi), and blockchain innovations with a global audience.Taking place in Hong Kong On Feb 18-20, 2025",https://consensus-hongkong2025.coindesk.com/,https://consensus-hongkong2025.coindesk.com/site/consensushongkong202/images/userfiles/metadata/hk-25/HK25-Generic.png
https://schema.org/,Thing,DigitalAssets Conference,"A conference for CFOs and finance executives, discussing financial management, digital transformation, and the strategic role of finance in corporate leadership.Taking place in London UK On May 17-18, 2025",https://digitalassets.wbresearch.com/,https://consensus2025.coindesk.com/site/consensus2025/images/userfiles/metadata/2025/C25-Generic.png
https://schema.org/,Thing,CrossTech World,"A global event focused on cross-border payments and financial services, discussing innovations in cross-border payments, fintech, and digital finance.Taking place in Miami USA On Nov 19-21, 2024",https://crosstechpayments.com/crosstech-world-2024/,https://crosstechpayments.com/wp-content/uploads/2024/01/Group-4306.png
https://schema.org/,Thing,Crypto Expo Milan,"A convention in Australia focusing on cryptocurrency, blockchain development, and the future of decentralized finance (DeFi) and digital assets.Taking place in Milan Italy On Nov 21-23, 2024",https://www.cryptoexpomilan.com/en,https://cryptoexpomilan.com/images/cryptoexpomilan.jpg
https://schema.org/,Thing,Crypto Fest 2024,"A major cryptocurrency event in South Africa, focused on blockchain, digital assets, and crypto innovation.Taking place in Cape Town South Africa On Oct 10-12, 2024",https://cryptofest.co.za/,https://cryptofest.co.za/wp-content/uploads/2024/02/CF2024-SEO-Yoast.jpg
https://schema.org/,Thing,Future Blockchain Summit,"A blockchain event in Dubai focused on exploring the future of blockchain technology, digital assets, and decentralized finance.Taking place in Dubai UAE On Oct 13-16, 2024",https://www.futureblockchainsummit.com/,https://cryptofest.co.za/wp-content/uploads/2024/02/CF2024-SEO-Yoast.jpg
https://schema.org/,Thing,The Digital Currency Conference,"A conference dedicated to the future of digital currencies, including central bank digital currencies (CBDCs) and cryptocurrencies.Taking place in London UK On Sep 23-24, 2024",https://currencyresearch.com//the-digital-currency-conference/,https://currencyresearch.com/wp-content/uploads/2022/07/CR_corporate-logo_COL_notagline.png
https://schema.org/,Thing,DavosWeb3 Promo Code: CRYPTONEWSZ,"A Web3-focused event at Davos, covering decentralized finance (DeFi), blockchain technology, and the future of decentralized applications (dApps).Taking place in Davos Switzerland On Jan 22, 2025",https://davosweb3.com/,https://davosweb3.com/wp-content/uploads/2024/06/Blog-SS.jpg
https://schema.org/,Thing,Bitcoin Oasis,"A Bitcoin-focused event that explores the role of Bitcoin in global finance, decentralized systems, and the future of the digital economy.Taking place in Abu Dhabi UAE On Oct 03-04, 2024",https://bitcoin-oasis.com/%20%20%20,https://daweek.org/wp-content/uploads/2024/04/DAW-L_Tile_Slide_NewDate_2024.jpg
https://schema.org/,Thing,Digital Assets Week,"A leading event in London focusing on digital assets, including blockchain technology, cryptocurrencies, and decentralized finance (DeFi).Taking place in London UK On Oct 02-03, 2024",https://daweek.org/london-24/,https://daweek.org/wp-content/uploads/2024/04/DAW-L_Tile_Slide_NewDate_2024.jpg
https://schema.org/,Thing,The Digital Money Event 2024,"An event dedicated to the future of digital currencies, including central bank digital currencies (CBDCs) and cryptocurrencies, covering their impact on global finance.Taking place in London UK On Oct 23, 2024",https://digitalpoundfoundation.com/digital-money-event-2024/,https://digitalpoundfoundation.com/wp-content/uploads/2024/05/Digital-Pound-Conference-2024.jpg
https://schema.org/,Thing,Dubai AI & Web3 Festival,"A festival exploring the convergence of artificial intelligence and Web3 technologies, with a focus on the future of digital transformation in Dubai.Taking place in Dubai UAE On Sep 11-12, 2024",https://dubaiaiweb3festival.com/,https://dubaiaiweb3festival.com/wp-content/uploads/2024/07/dawf-24-featured-image.jpg
https://schema.org/,Thing,Gartner CFO & Finance Executive Conference,"A technology event in Europe focusing on innovations in AI, IoT, blockchain, and digital transformation across industries, highlighting the future of technology in business.Taking place in National Harbor USA On May 20-21, 2025",https://www.gartner.com/en/conferences/na/cfo-finance-us,https://dubaifintechsummit.com/wp-content/uploads/2024/04/Dfs-featured.png
https://schema.org/,Thing,The Global Trade Finance Expo,"A trade finance event covering the latest trends in global trade finance, including cross-border payments, supply chain finance, and investment strategies for international trade.Taking place in Dubai UAE On May 08-09, 2025",https://www.qubevents.com/gtf-expo,https://dubaifintechsummit.com/wp-content/uploads/2024/04/Dfs-featured.png
https://schema.org/,Thing,European Blockchain Convention Promo Code: 15CRYPTONEWSZ,"A major blockchain conference in Europe bringing together blockchain innovators, regulators, and investors to discuss the future of blockchain technology.Taking place in Barcelona Spain On Sep 25-26, 2024",https://eblockchainconvention.com/,https://eblockchainconvention.com/wp-content/uploads/2023/11/EBC10.jpg
https://schema.org/,Thing,Blockchain Legal Institute Summit,"A summit focused on the legal aspects of blockchain technology, discussing regulatory frameworks, compliance challenges, and legal innovations in the blockchain space.Taking place in Virtual On Oct 23, 2024",https://bli.tools/blockchain-legal-summit-2024/,https://eco-cdn.iqpc.com/eco/images/logos/0t4REoVNiq0XjyGiqEg5Ysj8oAoLHmo5RnB6TXlg.png
https://schema.org/,Thing,Black Hat MEA,"A leading cybersecurity conference in the Middle East, covering cutting-edge developments in information security, cyber threats, and vulnerability management.Taking place in Malham Saudi Arabia On Nov 26-28, 2024",https://blackhatmea.com/,https://eco-cdn.iqpc.com/eco/images/logos/eaESjDzoAWrBRsKgME2Ltxju5ixnLC5RKgnl16Je.png
https://schema.org/,Thing,Gulf Ship Finance Forum,"A forum dedicated to the global shipping industry, focusing on maritime finance, shipping investments, and market trends in the Gulf region.Taking place in Dubai UAE On Apr 10, 2025",https://www.marinemoney.com/events-2-0-2/2025-gulf-ship-finance-forum,https://eco-cdn.iqpc.com/eco/images/logos/emZPENK789bvQObrH7dxLp5Js3yD9x9QE7aO29iM.png
https://schema.org/,Thing,FinovateEurope,"A fintech conference focused on innovations in financial technology, showcasing the latest in digital banking, payments, and fintech solutions for Europe.Taking place in London UK On Feb 25-26, 2025",https://informaconnect.com/finovateeurope/,https://eco-cdn.iqpc.com/eco/images/logos/gsfAjl0mVykdE1BNLm4bZyLCFpHWuSfyMleZgxVV.png
https://schema.org/,Thing,Paris Blockchain Week,"A blockchain event in Paris discussing decentralized finance (DeFi), cryptocurrency markets, and the future of blockchain technology in Europe.Taking place in Paris France On Apr 08-10, 2025",https://www.parisblockchainweek.com/,https://eco-cdn.iqpc.com/eco/images/logos/Pb55vBB735566gU2qCQ5tGCJeCPyM0yNO9Zwkb0n.png
https://schema.org/,Thing,Emergence,"A global event focused on blockchain technology and decentralized applications (dApps), exploring innovations in Web3, decentralized finance (DeFi), and the future of digital communities.Taking place in Prague Czech Republic On Dec 05-06, 2024",https://www.emergence.xyz/,https://eco-cdn.iqpc.com/eco/images/logos/tJux7pYj7zevbKrtPvdFuJLFC4pXoHfNqp091mPR.png
